"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","LTINT","TOT","PC_PA","M","2016-01",2.71,
"PRT","LTINT","TOT","PC_PA","M","2016-02",3.23,
"PRT","LTINT","TOT","PC_PA","M","2016-03",2.84,
"PRT","LTINT","TOT","PC_PA","M","2016-04",3.13,
"PRT","LTINT","TOT","PC_PA","M","2016-05",3.14,
"PRT","LTINT","TOT","PC_PA","M","2016-06",3.2,
"PRT","LTINT","TOT","PC_PA","M","2016-07",3.06,
"PRT","LTINT","TOT","PC_PA","M","2016-08",2.91,
"PRT","LTINT","TOT","PC_PA","M","2016-09",3.26,
"PRT","LTINT","TOT","PC_PA","M","2016-10",3.33,
"PRT","LTINT","TOT","PC_PA","M","2016-11",3.51,
"PRT","LTINT","TOT","PC_PA","M","2016-12",3.74,
"PRT","LTINT","TOT","PC_PA","M","2017-01",3.95,
"PRT","LTINT","TOT","PC_PA","M","2017-02",4.04,
"PRT","LTINT","TOT","PC_PA","M","2017-03",3.99,
"PRT","LTINT","TOT","PC_PA","M","2017-04",3.77,
"PRT","LTINT","TOT","PC_PA","M","2017-05",3.29,
"PRT","LTINT","TOT","PC_PA","M","2017-06",2.97,
"PRT","LTINT","TOT","PC_PA","M","2017-07",3.03,
"PRT","LTINT","TOT","PC_PA","M","2017-08",2.83,
"PRT","LTINT","TOT","PC_PA","M","2017-09",2.63,
"PRT","LTINT","TOT","PC_PA","M","2017-10",2.32,
"PRT","LTINT","TOT","PC_PA","M","2017-11",1.98,
"PRT","LTINT","TOT","PC_PA","M","2017-12",1.83,
"PRT","LTINT","TOT","PC_PA","M","2018-01",1.85,
"PRT","LTINT","TOT","PC_PA","M","2018-02",2.03,
"PRT","LTINT","TOT","PC_PA","M","2018-03",1.79,
"PRT","LTINT","TOT","PC_PA","M","2018-04",1.66,
"PRT","LTINT","TOT","PC_PA","M","2018-05",1.84,
"PRT","LTINT","TOT","PC_PA","M","2018-06",1.87,
"PRT","LTINT","TOT","PC_PA","M","2018-07",1.76,
"PRT","LTINT","TOT","PC_PA","M","2018-08",1.82,
"PRT","LTINT","TOT","PC_PA","M","2018-09",1.88,
"PRT","LTINT","TOT","PC_PA","M","2018-10",1.96,
"PRT","LTINT","TOT","PC_PA","M","2018-11",1.9,
"PRT","LTINT","TOT","PC_PA","M","2018-12",1.71,
"PRT","LTINT","TOT","PC_PA","M","2019-01",1.67,
"PRT","LTINT","TOT","PC_PA","M","2019-02",1.55,
"PRT","LTINT","TOT","PC_PA","M","2019-03",1.32,
"PRT","LTINT","TOT","PC_PA","M","2019-04",1.18,
"PRT","LTINT","TOT","PC_PA","M","2019-05",1.02,
"PRT","LTINT","TOT","PC_PA","M","2019-06",0.59,
"PRT","LTINT","TOT","PC_PA","M","2019-07",0.44,
"PRT","LTINT","TOT","PC_PA","M","2019-08",0.17,
"PRT","LTINT","TOT","PC_PA","M","2019-09",0.2,
"PRT","LTINT","TOT","PC_PA","M","2019-10",0.19,
"PRT","LTINT","TOT","PC_PA","M","2019-11",0.35,
"PRT","LTINT","TOT","PC_PA","M","2019-12",0.41,
"PRT","LTINT","TOT","PC_PA","M","2020-01",0.37,
"CAN","LTINT","TOT","PC_PA","M","2007-01",4.121818,
"CAN","LTINT","TOT","PC_PA","M","2007-02",4.1175,
"CAN","LTINT","TOT","PC_PA","M","2007-03",4.045909,
"CAN","LTINT","TOT","PC_PA","M","2007-04",4.1715,
"CAN","LTINT","TOT","PC_PA","M","2007-05",4.292727,
"CAN","LTINT","TOT","PC_PA","M","2007-06",4.612857,
"CAN","LTINT","TOT","PC_PA","M","2007-07",4.59,
"CAN","LTINT","TOT","PC_PA","M","2007-08",4.428637,
"CAN","LTINT","TOT","PC_PA","M","2007-09",4.356316,
"CAN","LTINT","TOT","PC_PA","M","2007-10",4.362727,
"CAN","LTINT","TOT","PC_PA","M","2007-11",4.121428,
"CAN","LTINT","TOT","PC_PA","M","2007-12",4.01579,
"CAN","LTINT","TOT","PC_PA","M","2008-01",3.848182,
"CAN","LTINT","TOT","PC_PA","M","2008-02",3.64,
"CAN","LTINT","TOT","PC_PA","M","2008-03",3.509,
"CAN","LTINT","TOT","PC_PA","M","2008-04",3.6325,
"CAN","LTINT","TOT","PC_PA","M","2008-05",3.6245,
"CAN","LTINT","TOT","PC_PA","M","2008-06",3.786471,
"CAN","LTINT","TOT","PC_PA","M","2008-07",3.751,
"CAN","LTINT","TOT","PC_PA","M","2008-08",3.53,
"CAN","LTINT","TOT","PC_PA","M","2008-09",3.646667,
"CAN","LTINT","TOT","PC_PA","M","2008-10",3.668182,
"CAN","LTINT","TOT","PC_PA","M","2008-11",3.571579,
"CAN","LTINT","TOT","PC_PA","M","2008-12",2.945714,
"CAN","LTINT","TOT","PC_PA","M","2009-01",2.812381,
"CAN","LTINT","TOT","PC_PA","M","2009-02",2.960526,
"CAN","LTINT","TOT","PC_PA","M","2009-03",2.885909,
"CAN","LTINT","TOT","PC_PA","M","2009-04",2.954286,
"CAN","LTINT","TOT","PC_PA","M","2009-05",3.202,
"CAN","LTINT","TOT","PC_PA","M","2009-06",3.459091,
"CAN","LTINT","TOT","PC_PA","M","2009-07",3.429091,
"CAN","LTINT","TOT","PC_PA","M","2009-08",3.4645,
"CAN","LTINT","TOT","PC_PA","M","2009-09",3.365714,
"CAN","LTINT","TOT","PC_PA","M","2009-10",3.425238,
"CAN","LTINT","TOT","PC_PA","M","2009-11",3.3925,
"CAN","LTINT","TOT","PC_PA","M","2009-12",3.41619,
"CAN","LTINT","TOT","PC_PA","M","2010-01",3.485,
"CAN","LTINT","TOT","PC_PA","M","2010-02",3.423684,
"CAN","LTINT","TOT","PC_PA","M","2010-03",3.490435,
"CAN","LTINT","TOT","PC_PA","M","2010-04",3.67,
"CAN","LTINT","TOT","PC_PA","M","2010-05",3.4455,
"CAN","LTINT","TOT","PC_PA","M","2010-06",3.297727,
"CAN","LTINT","TOT","PC_PA","M","2010-07",3.185238,
"CAN","LTINT","TOT","PC_PA","M","2010-08",2.949524,
"CAN","LTINT","TOT","PC_PA","M","2010-09",2.881428,
"CAN","LTINT","TOT","PC_PA","M","2010-10",2.766,
"CAN","LTINT","TOT","PC_PA","M","2010-11",3.022381,
"CAN","LTINT","TOT","PC_PA","M","2010-12",3.204762,
"CAN","LTINT","TOT","PC_PA","M","2011-01",3.253,
"CAN","LTINT","TOT","PC_PA","M","2011-02",3.417368,
"CAN","LTINT","TOT","PC_PA","M","2011-03",3.266522,
"CAN","LTINT","TOT","PC_PA","M","2011-04",3.328,
"CAN","LTINT","TOT","PC_PA","M","2011-05",3.151905,
"CAN","LTINT","TOT","PC_PA","M","2011-06",2.987727,
"CAN","LTINT","TOT","PC_PA","M","2011-07",2.9385,
"CAN","LTINT","TOT","PC_PA","M","2011-08",2.446364,
"CAN","LTINT","TOT","PC_PA","M","2011-09",2.196667,
"CAN","LTINT","TOT","PC_PA","M","2011-10",2.296,
"CAN","LTINT","TOT","PC_PA","M","2011-11",2.122381,
"CAN","LTINT","TOT","PC_PA","M","2011-12",1.992,
"CAN","LTINT","TOT","PC_PA","M","2012-01",1.98,
"CAN","LTINT","TOT","PC_PA","M","2012-02",2.021,
"CAN","LTINT","TOT","PC_PA","M","2012-03",2.106818,
"CAN","LTINT","TOT","PC_PA","M","2012-04",2.0645,
"CAN","LTINT","TOT","PC_PA","M","2012-05",1.922273,
"CAN","LTINT","TOT","PC_PA","M","2012-06",1.747619,
"CAN","LTINT","TOT","PC_PA","M","2012-07",1.656191,
"CAN","LTINT","TOT","PC_PA","M","2012-08",1.826818,
"CAN","LTINT","TOT","PC_PA","M","2012-09",1.837895,
"CAN","LTINT","TOT","PC_PA","M","2012-10",1.811818,
"CAN","LTINT","TOT","PC_PA","M","2012-11",1.738095,
"CAN","LTINT","TOT","PC_PA","M","2012-12",1.767895,
"CAN","LTINT","TOT","PC_PA","M","2013-01",1.931364,
"CAN","LTINT","TOT","PC_PA","M","2013-02",1.967895,
"CAN","LTINT","TOT","PC_PA","M","2013-03",1.8515,
"CAN","LTINT","TOT","PC_PA","M","2013-04",1.748636,
"CAN","LTINT","TOT","PC_PA","M","2013-05",1.901818,
"CAN","LTINT","TOT","PC_PA","M","2013-06",2.2445,
"CAN","LTINT","TOT","PC_PA","M","2013-07",2.438182,
"CAN","LTINT","TOT","PC_PA","M","2013-08",2.611428,
"CAN","LTINT","TOT","PC_PA","M","2013-09",2.698,
"CAN","LTINT","TOT","PC_PA","M","2013-10",2.518182,
"CAN","LTINT","TOT","PC_PA","M","2013-11",2.5585,
"CAN","LTINT","TOT","PC_PA","M","2013-12",2.6735,
"CAN","LTINT","TOT","PC_PA","M","2014-01",2.534091,
"CAN","LTINT","TOT","PC_PA","M","2014-02",2.42,
"CAN","LTINT","TOT","PC_PA","M","2014-03",2.454286,
"CAN","LTINT","TOT","PC_PA","M","2014-04",2.444762,
"CAN","LTINT","TOT","PC_PA","M","2014-05",2.315238,
"CAN","LTINT","TOT","PC_PA","M","2014-06",2.298571,
"CAN","LTINT","TOT","PC_PA","M","2014-07",2.194546,
"CAN","LTINT","TOT","PC_PA","M","2014-08",2.062,
"CAN","LTINT","TOT","PC_PA","M","2014-09",2.180952,
"CAN","LTINT","TOT","PC_PA","M","2014-10",2.010455,
"CAN","LTINT","TOT","PC_PA","M","2014-11",2.003158,
"CAN","LTINT","TOT","PC_PA","M","2014-12",1.851905,
"CAN","LTINT","TOT","PC_PA","M","2015-01",1.525714,
"CAN","LTINT","TOT","PC_PA","M","2015-02",1.379474,
"CAN","LTINT","TOT","PC_PA","M","2015-03",1.421364,
"CAN","LTINT","TOT","PC_PA","M","2015-04",1.410952,
"CAN","LTINT","TOT","PC_PA","M","2015-05",1.744,
"CAN","LTINT","TOT","PC_PA","M","2015-06",1.78,
"CAN","LTINT","TOT","PC_PA","M","2015-07",1.569546,
"CAN","LTINT","TOT","PC_PA","M","2015-08",1.3915,
"CAN","LTINT","TOT","PC_PA","M","2015-09",1.481429,
"CAN","LTINT","TOT","PC_PA","M","2015-10",1.463333,
"CAN","LTINT","TOT","PC_PA","M","2015-11",1.6335,
"CAN","LTINT","TOT","PC_PA","M","2015-12",1.459524,
"CAN","LTINT","TOT","PC_PA","M","2016-01",1.258,
"CAN","LTINT","TOT","PC_PA","M","2016-02",1.1245,
"CAN","LTINT","TOT","PC_PA","M","2016-03",1.268182,
"CAN","LTINT","TOT","PC_PA","M","2016-04",1.33619,
"CAN","LTINT","TOT","PC_PA","M","2016-05",1.35,
"CAN","LTINT","TOT","PC_PA","M","2016-06",1.168182,
"CAN","LTINT","TOT","PC_PA","M","2016-07",1.051,
"CAN","LTINT","TOT","PC_PA","M","2016-08",1.042727,
"CAN","LTINT","TOT","PC_PA","M","2016-09",1.08619,
"CAN","LTINT","TOT","PC_PA","M","2016-10",1.1665,
"CAN","LTINT","TOT","PC_PA","M","2016-11",1.437619,
"CAN","LTINT","TOT","PC_PA","M","2016-12",1.732,
"CAN","LTINT","TOT","PC_PA","M","2017-01",1.722381,
"CAN","LTINT","TOT","PC_PA","M","2017-02",1.702105,
"CAN","LTINT","TOT","PC_PA","M","2017-03",1.714348,
"CAN","LTINT","TOT","PC_PA","M","2017-04",1.523158,
"CAN","LTINT","TOT","PC_PA","M","2017-05",1.513182,
"CAN","LTINT","TOT","PC_PA","M","2017-06",1.502727,
"CAN","LTINT","TOT","PC_PA","M","2017-07",1.908,
"CAN","LTINT","TOT","PC_PA","M","2017-08",1.883636,
"CAN","LTINT","TOT","PC_PA","M","2017-09",2.0495,
"CAN","LTINT","TOT","PC_PA","M","2017-10",2.050952,
"CAN","LTINT","TOT","PC_PA","M","2017-11",1.918571,
"CAN","LTINT","TOT","PC_PA","M","2017-12",1.915263,
"CAN","LTINT","TOT","PC_PA","M","2018-01",2.198182,
"CAN","LTINT","TOT","PC_PA","M","2018-02",2.324211,
"CAN","LTINT","TOT","PC_PA","M","2018-03",2.188571,
"CAN","LTINT","TOT","PC_PA","M","2018-04",2.249048,
"CAN","LTINT","TOT","PC_PA","M","2018-05",2.375454,
"CAN","LTINT","TOT","PC_PA","M","2018-06",2.209048,
"CAN","LTINT","TOT","PC_PA","M","2018-07",2.187143,
"CAN","LTINT","TOT","PC_PA","M","2018-08",2.295455,
"CAN","LTINT","TOT","PC_PA","M","2018-09",2.353684,
"CAN","LTINT","TOT","PC_PA","M","2018-10",2.488636,
"CAN","LTINT","TOT","PC_PA","M","2018-11",2.407619,
"CAN","LTINT","TOT","PC_PA","M","2018-12",2.057895,
"CAN","LTINT","TOT","PC_PA","M","2019-01",1.953636,
"CAN","LTINT","TOT","PC_PA","M","2019-02",1.907368,
"CAN","LTINT","TOT","PC_PA","M","2019-03",1.712381,
"CAN","LTINT","TOT","PC_PA","M","2019-04",1.724286,
"CAN","LTINT","TOT","PC_PA","M","2019-05",1.664545,
"CAN","LTINT","TOT","PC_PA","M","2019-06",1.4625,
"CAN","LTINT","TOT","PC_PA","M","2019-07",1.519091,
"CAN","LTINT","TOT","PC_PA","M","2019-08",1.205238,
"CAN","LTINT","TOT","PC_PA","M","2019-09",1.364,
"CAN","LTINT","TOT","PC_PA","M","2019-10",1.449546,
"CAN","LTINT","TOT","PC_PA","M","2019-11",1.4995,
"CAN","LTINT","TOT","PC_PA","M","2019-12",1.6045,
"CAN","LTINT","TOT","PC_PA","M","2020-01",1.49,
"ITA","LTINT","TOT","PC_PA","M","2007-01",4.2628,
"ITA","LTINT","TOT","PC_PA","M","2007-02",4.2801,
"ITA","LTINT","TOT","PC_PA","M","2007-03",4.1762,
"ITA","LTINT","TOT","PC_PA","M","2007-04",4.3702,
"ITA","LTINT","TOT","PC_PA","M","2007-05",4.4897,
"ITA","LTINT","TOT","PC_PA","M","2007-06",4.772,
"ITA","LTINT","TOT","PC_PA","M","2007-07",4.7603,
"ITA","LTINT","TOT","PC_PA","M","2007-08",4.5835,
"ITA","LTINT","TOT","PC_PA","M","2007-09",4.5736,
"ITA","LTINT","TOT","PC_PA","M","2007-10",4.5909,
"ITA","LTINT","TOT","PC_PA","M","2007-11",4.4493,
"ITA","LTINT","TOT","PC_PA","M","2007-12",4.5385,
"ITA","LTINT","TOT","PC_PA","M","2008-01",4.3989,
"ITA","LTINT","TOT","PC_PA","M","2008-02",4.3544,
"ITA","LTINT","TOT","PC_PA","M","2008-03",4.38,
"ITA","LTINT","TOT","PC_PA","M","2008-04",4.53,
"ITA","LTINT","TOT","PC_PA","M","2008-05",4.7,
"ITA","LTINT","TOT","PC_PA","M","2008-06",5.1056,
"ITA","LTINT","TOT","PC_PA","M","2008-07",5.0946,
"ITA","LTINT","TOT","PC_PA","M","2008-08",4.8139,
"ITA","LTINT","TOT","PC_PA","M","2008-09",4.8041,
"ITA","LTINT","TOT","PC_PA","M","2008-10",4.78,
"ITA","LTINT","TOT","PC_PA","M","2008-11",4.7425,
"ITA","LTINT","TOT","PC_PA","M","2008-12",4.4688,
"ITA","LTINT","TOT","PC_PA","M","2009-01",4.6213,
"ITA","LTINT","TOT","PC_PA","M","2009-02",4.5358,
"ITA","LTINT","TOT","PC_PA","M","2009-03",4.4584,
"ITA","LTINT","TOT","PC_PA","M","2009-04",4.356,
"ITA","LTINT","TOT","PC_PA","M","2009-05",4.4151,
"ITA","LTINT","TOT","PC_PA","M","2009-06",4.6062,
"ITA","LTINT","TOT","PC_PA","M","2009-07",4.3729,
"ITA","LTINT","TOT","PC_PA","M","2009-08",4.116,
"ITA","LTINT","TOT","PC_PA","M","2009-09",4.088,
"ITA","LTINT","TOT","PC_PA","M","2009-10",4.101,
"ITA","LTINT","TOT","PC_PA","M","2009-11",4.0565,
"ITA","LTINT","TOT","PC_PA","M","2009-12",4.007,
"ITA","LTINT","TOT","PC_PA","M","2010-01",4.0779,
"ITA","LTINT","TOT","PC_PA","M","2010-02",4.047,
"ITA","LTINT","TOT","PC_PA","M","2010-03",3.945,
"ITA","LTINT","TOT","PC_PA","M","2010-04",3.9956,
"ITA","LTINT","TOT","PC_PA","M","2010-05",3.99,
"ITA","LTINT","TOT","PC_PA","M","2010-06",4.1,
"ITA","LTINT","TOT","PC_PA","M","2010-07",4.03,
"ITA","LTINT","TOT","PC_PA","M","2010-08",3.8,
"ITA","LTINT","TOT","PC_PA","M","2010-09",3.86,
"ITA","LTINT","TOT","PC_PA","M","2010-10",3.8,
"ITA","LTINT","TOT","PC_PA","M","2010-11",4.18,
"ITA","LTINT","TOT","PC_PA","M","2010-12",4.603,
"ITA","LTINT","TOT","PC_PA","M","2011-01",4.729,
"ITA","LTINT","TOT","PC_PA","M","2011-02",4.7356,
"ITA","LTINT","TOT","PC_PA","M","2011-03",4.8754,
"ITA","LTINT","TOT","PC_PA","M","2011-04",4.841,
"ITA","LTINT","TOT","PC_PA","M","2011-05",4.756,
"ITA","LTINT","TOT","PC_PA","M","2011-06",4.8156,
"ITA","LTINT","TOT","PC_PA","M","2011-07",5.463,
"ITA","LTINT","TOT","PC_PA","M","2011-08",5.2705,
"ITA","LTINT","TOT","PC_PA","M","2011-09",5.746,
"ITA","LTINT","TOT","PC_PA","M","2011-10",5.9719,
"ITA","LTINT","TOT","PC_PA","M","2011-11",7.0571,
"ITA","LTINT","TOT","PC_PA","M","2011-12",6.812,
"ITA","LTINT","TOT","PC_PA","M","2012-01",6.5366,
"ITA","LTINT","TOT","PC_PA","M","2012-02",5.546,
"ITA","LTINT","TOT","PC_PA","M","2012-03",5.0488,
"ITA","LTINT","TOT","PC_PA","M","2012-04",5.6758,
"ITA","LTINT","TOT","PC_PA","M","2012-05",5.7833,
"ITA","LTINT","TOT","PC_PA","M","2012-06",5.9037,
"ITA","LTINT","TOT","PC_PA","M","2012-07",5.996,
"ITA","LTINT","TOT","PC_PA","M","2012-08",5.822,
"ITA","LTINT","TOT","PC_PA","M","2012-09",5.254,
"ITA","LTINT","TOT","PC_PA","M","2012-10",4.9529,
"ITA","LTINT","TOT","PC_PA","M","2012-11",4.8514,
"ITA","LTINT","TOT","PC_PA","M","2012-12",4.5416,
"ITA","LTINT","TOT","PC_PA","M","2013-01",4.2077,
"ITA","LTINT","TOT","PC_PA","M","2013-02",4.4929,
"ITA","LTINT","TOT","PC_PA","M","2013-03",4.6404,
"ITA","LTINT","TOT","PC_PA","M","2013-04",4.278,
"ITA","LTINT","TOT","PC_PA","M","2013-05",3.964,
"ITA","LTINT","TOT","PC_PA","M","2013-06",4.3789,
"ITA","LTINT","TOT","PC_PA","M","2013-07",4.4183,
"ITA","LTINT","TOT","PC_PA","M","2013-08",4.4191,
"ITA","LTINT","TOT","PC_PA","M","2013-09",4.5411,
"ITA","LTINT","TOT","PC_PA","M","2013-10",4.2476,
"ITA","LTINT","TOT","PC_PA","M","2013-11",4.0951,
"ITA","LTINT","TOT","PC_PA","M","2013-12",4.114,
"ITA","LTINT","TOT","PC_PA","M","2014-01",3.866,
"ITA","LTINT","TOT","PC_PA","M","2014-02",3.6512,
"ITA","LTINT","TOT","PC_PA","M","2014-03",3.3994,
"ITA","LTINT","TOT","PC_PA","M","2014-04",3.228,
"ITA","LTINT","TOT","PC_PA","M","2014-05",3.1233,
"ITA","LTINT","TOT","PC_PA","M","2014-06",2.92,
"ITA","LTINT","TOT","PC_PA","M","2014-07",2.7936,
"ITA","LTINT","TOT","PC_PA","M","2014-08",2.6327,
"ITA","LTINT","TOT","PC_PA","M","2014-09",2.4,
"ITA","LTINT","TOT","PC_PA","M","2014-10",2.424,
"ITA","LTINT","TOT","PC_PA","M","2014-11",2.2904,
"ITA","LTINT","TOT","PC_PA","M","2014-12",1.9898,
"ITA","LTINT","TOT","PC_PA","M","2015-01",1.7021,
"ITA","LTINT","TOT","PC_PA","M","2015-02",1.5568,
"ITA","LTINT","TOT","PC_PA","M","2015-03",1.2942,
"ITA","LTINT","TOT","PC_PA","M","2015-04",1.3574,
"ITA","LTINT","TOT","PC_PA","M","2015-05",1.812,
"ITA","LTINT","TOT","PC_PA","M","2015-06",2.199,
"ITA","LTINT","TOT","PC_PA","M","2015-07",2.0421,
"ITA","LTINT","TOT","PC_PA","M","2015-08",1.839,
"ITA","LTINT","TOT","PC_PA","M","2015-09",1.92,
"ITA","LTINT","TOT","PC_PA","M","2015-10",1.696,
"ITA","LTINT","TOT","PC_PA","M","2015-11",1.5702,
"ITA","LTINT","TOT","PC_PA","M","2015-12",1.5786,
"ITA","LTINT","TOT","PC_PA","M","2016-01",1.534,
"ITA","LTINT","TOT","PC_PA","M","2016-02",1.558,
"ITA","LTINT","TOT","PC_PA","M","2016-03",1.375,
"ITA","LTINT","TOT","PC_PA","M","2016-04",1.4418,
"ITA","LTINT","TOT","PC_PA","M","2016-05",1.5263,
"ITA","LTINT","TOT","PC_PA","M","2016-06",1.4535,
"ITA","LTINT","TOT","PC_PA","M","2016-07",1.2272,
"ITA","LTINT","TOT","PC_PA","M","2016-08",1.1763,
"ITA","LTINT","TOT","PC_PA","M","2016-09",1.2661,
"ITA","LTINT","TOT","PC_PA","M","2016-10",1.45,
"ITA","LTINT","TOT","PC_PA","M","2016-11",1.943,
"ITA","LTINT","TOT","PC_PA","M","2016-12",1.886,
"ITA","LTINT","TOT","PC_PA","M","2017-01",1.9911,
"ITA","LTINT","TOT","PC_PA","M","2017-02",2.352,
"ITA","LTINT","TOT","PC_PA","M","2017-03",2.401,
"ITA","LTINT","TOT","PC_PA","M","2017-04",2.257,
"ITA","LTINT","TOT","PC_PA","M","2017-05",2.194,
"ITA","LTINT","TOT","PC_PA","M","2017-06",2.053,
"ITA","LTINT","TOT","PC_PA","M","2017-07",2.231,
"ITA","LTINT","TOT","PC_PA","M","2017-08",2.1099,
"ITA","LTINT","TOT","PC_PA","M","2017-09",2.1095,
"ITA","LTINT","TOT","PC_PA","M","2017-10",2.0738,
"ITA","LTINT","TOT","PC_PA","M","2017-11",1.7888,
"ITA","LTINT","TOT","PC_PA","M","2017-12",1.794,
"ITA","LTINT","TOT","PC_PA","M","2018-01",1.984,
"ITA","LTINT","TOT","PC_PA","M","2018-02",2.081,
"ITA","LTINT","TOT","PC_PA","M","2018-03",1.9655,
"ITA","LTINT","TOT","PC_PA","M","2018-04",1.7734,
"ITA","LTINT","TOT","PC_PA","M","2018-05",2.1797,
"ITA","LTINT","TOT","PC_PA","M","2018-06",2.7442,
"ITA","LTINT","TOT","PC_PA","M","2018-07",2.643,
"ITA","LTINT","TOT","PC_PA","M","2018-08",3.161,
"ITA","LTINT","TOT","PC_PA","M","2018-09",2.959,
"ITA","LTINT","TOT","PC_PA","M","2018-10",3.469,
"ITA","LTINT","TOT","PC_PA","M","2018-11",3.39,
"ITA","LTINT","TOT","PC_PA","M","2018-12",2.975,
"ITA","LTINT","TOT","PC_PA","M","2019-01",2.77,
"ITA","LTINT","TOT","PC_PA","M","2019-02",2.812,
"ITA","LTINT","TOT","PC_PA","M","2019-03",2.6899,
"ITA","LTINT","TOT","PC_PA","M","2019-04",2.6176,
"ITA","LTINT","TOT","PC_PA","M","2019-05",2.644,
"ITA","LTINT","TOT","PC_PA","M","2019-06",2.284,
"ITA","LTINT","TOT","PC_PA","M","2019-07",1.6539,
"ITA","LTINT","TOT","PC_PA","M","2019-08",1.4036,
"ITA","LTINT","TOT","PC_PA","M","2019-09",0.9021,
"ITA","LTINT","TOT","PC_PA","M","2019-10",1.0036,
"ITA","LTINT","TOT","PC_PA","M","2019-11",1.2659,
"ITA","LTINT","TOT","PC_PA","M","2019-12",1.37,
"FRA","LTINT","TOT","PC_PA","M","2007-01",4.069409,
"FRA","LTINT","TOT","PC_PA","M","2007-02",4.09597,
"FRA","LTINT","TOT","PC_PA","M","2007-03",3.996773,
"FRA","LTINT","TOT","PC_PA","M","2007-04",4.207944,
"FRA","LTINT","TOT","PC_PA","M","2007-05",4.336848,
"FRA","LTINT","TOT","PC_PA","M","2007-06",4.618952,
"FRA","LTINT","TOT","PC_PA","M","2007-07",4.582909,
"FRA","LTINT","TOT","PC_PA","M","2007-08",4.388881,
"FRA","LTINT","TOT","PC_PA","M","2007-09",4.356661,
"FRA","LTINT","TOT","PC_PA","M","2007-10",4.402217,
"FRA","LTINT","TOT","PC_PA","M","2007-11",4.227727,
"FRA","LTINT","TOT","PC_PA","M","2007-12",4.354105,
"FRA","LTINT","TOT","PC_PA","M","2008-01",4.149954,
"FRA","LTINT","TOT","PC_PA","M","2008-02",4.07919,
"FRA","LTINT","TOT","PC_PA","M","2008-03",4.0194,
"FRA","LTINT","TOT","PC_PA","M","2008-04",4.269909,
"FRA","LTINT","TOT","PC_PA","M","2008-05",4.405857,
"FRA","LTINT","TOT","PC_PA","M","2008-06",4.733714,
"FRA","LTINT","TOT","PC_PA","M","2008-07",4.690289,
"FRA","LTINT","TOT","PC_PA","M","2008-08",4.40181,
"FRA","LTINT","TOT","PC_PA","M","2008-09",4.361864,
"FRA","LTINT","TOT","PC_PA","M","2008-10",4.183565,
"FRA","LTINT","TOT","PC_PA","M","2008-11",3.9767,
"FRA","LTINT","TOT","PC_PA","M","2008-12",3.5395,
"FRA","LTINT","TOT","PC_PA","M","2009-01",3.601611,
"FRA","LTINT","TOT","PC_PA","M","2009-02",3.678137,
"FRA","LTINT","TOT","PC_PA","M","2009-03",3.647409,
"FRA","LTINT","TOT","PC_PA","M","2009-04",3.659143,
"FRA","LTINT","TOT","PC_PA","M","2009-05",3.804453,
"FRA","LTINT","TOT","PC_PA","M","2009-06",3.899662,
"FRA","LTINT","TOT","PC_PA","M","2009-07",3.732863,
"FRA","LTINT","TOT","PC_PA","M","2009-08",3.587429,
"FRA","LTINT","TOT","PC_PA","M","2009-09",3.586869,
"FRA","LTINT","TOT","PC_PA","M","2009-10",3.557895,
"FRA","LTINT","TOT","PC_PA","M","2009-11",3.555156,
"FRA","LTINT","TOT","PC_PA","M","2009-12",3.475064,
"FRA","LTINT","TOT","PC_PA","M","2010-01",3.5157,
"FRA","LTINT","TOT","PC_PA","M","2010-02",3.49805,
"FRA","LTINT","TOT","PC_PA","M","2010-03",3.437391,
"FRA","LTINT","TOT","PC_PA","M","2010-04",3.401619,
"FRA","LTINT","TOT","PC_PA","M","2010-05",3.075667,
"FRA","LTINT","TOT","PC_PA","M","2010-06",3.073213,
"FRA","LTINT","TOT","PC_PA","M","2010-07",2.988031,
"FRA","LTINT","TOT","PC_PA","M","2010-08",2.678455,
"FRA","LTINT","TOT","PC_PA","M","2010-09",2.678318,
"FRA","LTINT","TOT","PC_PA","M","2010-10",2.718658,
"FRA","LTINT","TOT","PC_PA","M","2010-11",2.997419,
"FRA","LTINT","TOT","PC_PA","M","2010-12",3.341565,
"FRA","LTINT","TOT","PC_PA","M","2011-01",3.442857,
"FRA","LTINT","TOT","PC_PA","M","2011-02",3.60325,
"FRA","LTINT","TOT","PC_PA","M","2011-03",3.609609,
"FRA","LTINT","TOT","PC_PA","M","2011-04",3.689995,
"FRA","LTINT","TOT","PC_PA","M","2011-05",3.489244,
"FRA","LTINT","TOT","PC_PA","M","2011-06",3.43055,
"FRA","LTINT","TOT","PC_PA","M","2011-07",3.399364,
"FRA","LTINT","TOT","PC_PA","M","2011-08",2.98446,
"FRA","LTINT","TOT","PC_PA","M","2011-09",2.644395,
"FRA","LTINT","TOT","PC_PA","M","2011-10",2.992524,
"FRA","LTINT","TOT","PC_PA","M","2011-11",3.407547,
"FRA","LTINT","TOT","PC_PA","M","2011-12",3.158901,
"FRA","LTINT","TOT","PC_PA","M","2012-01",3.179682,
"FRA","LTINT","TOT","PC_PA","M","2012-02",3.015762,
"FRA","LTINT","TOT","PC_PA","M","2012-03",2.954182,
"FRA","LTINT","TOT","PC_PA","M","2012-04",2.9935,
"FRA","LTINT","TOT","PC_PA","M","2012-05",2.751821,
